state,date,sex,ethnicity,abs
Selangor,01/01/2010,female,other_citizen,71
Selangor,01/01/2010,male,other_citizen,100
Selangor,01/01/2011,female,other_citizen,81
Selangor,01/01/2011,male,other_citizen,145
Selangor,01/01/2012,female,other_citizen,84
Selangor,01/01/2012,male,other_citizen,162
Selangor,01/01/2013,female,other_citizen,85
Selangor,01/01/2013,male,other_citizen,167
Selangor,01/01/2014,female,other_citizen,84
Selangor,01/01/2014,male,other_citizen,169
Selangor,01/01/2015,female,other_citizen,99
Selangor,01/01/2015,male,other_citizen,164
Selangor,01/01/2016,female,other_citizen,124
Selangor,01/01/2016,male,other_citizen,195
Selangor,01/01/2017,female,other_citizen,133
Selangor,01/01/2017,male,other_citizen,191
Selangor,01/01/2018,female,other_citizen,144
Selangor,01/01/2018,male,other_citizen,211
Selangor,01/01/2019,female,other_citizen,113
Selangor,01/01/2019,male,other_citizen,198
Selangor,01/01/2020,female,other_citizen,139
Selangor,01/01/2020,male,other_citizen,202
Selangor,01/01/2021,female,other_citizen,245
Selangor,01/01/2021,male,other_citizen,343
Selangor,01/01/2022,female,other_citizen,145
Selangor,01/01/2022,male,other_citizen,245
Selangor,01/01/2023,female,other_citizen,
Selangor,01/01/2023,male,other_citizen,
Terengganu,01/01/2000,female,other_citizen,1
Terengganu,01/01/2000,male,other_citizen,4
Terengganu,01/01/2001,female,other_citizen,2
Terengganu,01/01/2001,male,other_citizen,2
Terengganu,01/01/2002,female,other_citizen,5
Terengganu,01/01/2002,male,other_citizen,6
Terengganu,01/01/2003,female,other_citizen,5
Terengganu,01/01/2003,male,other_citizen,6
Terengganu,01/01/2004,female,other_citizen,7
Terengganu,01/01/2004,male,other_citizen,4
Terengganu,01/01/2005,female,other_citizen,3
Terengganu,01/01/2005,male,other_citizen,6
Terengganu,01/01/2006,female,other_citizen,8
Terengganu,01/01/2006,male,other_citizen,6
Terengganu,01/01/2007,female,other_citizen,5
Terengganu,01/01/2007,male,other_citizen,7
Terengganu,01/01/2008,female,other_citizen,2
Terengganu,01/01/2008,male,other_citizen,5
Terengganu,01/01/2009,female,other_citizen,6
Terengganu,01/01/2009,male,other_citizen,7
Terengganu,01/01/2010,female,other_citizen,7
Terengganu,01/01/2010,male,other_citizen,10
Terengganu,01/01/2011,female,other_citizen,5
Terengganu,01/01/2011,male,other_citizen,11
Terengganu,01/01/2012,female,other_citizen,2
Terengganu,01/01/2012,male,other_citizen,8
Terengganu,01/01/2013,female,other_citizen,3
Terengganu,01/01/2013,male,other_citizen,10
Terengganu,01/01/2014,female,other_citizen,6
Terengganu,01/01/2014,male,other_citizen,9
Terengganu,01/01/2015,female,other_citizen,8
Terengganu,01/01/2015,male,other_citizen,10
Terengganu,01/01/2016,female,other_citizen,12
Terengganu,01/01/2016,male,other_citizen,6
Terengganu,01/01/2017,female,other_citizen,4
Terengganu,01/01/2017,male,other_citizen,10
Terengganu,01/01/2018,female,other_citizen,7
Terengganu,01/01/2018,male,other_citizen,10
Terengganu,01/01/2019,female,other_citizen,7
Terengganu,01/01/2019,male,other_citizen,6
Terengganu,01/01/2020,female,other_citizen,5
Terengganu,01/01/2020,male,other_citizen,11
Terengganu,01/01/2021,female,other_citizen,13
Terengganu,01/01/2021,male,other_citizen,8
Terengganu,01/01/2022,female,other_citizen,6
Terengganu,01/01/2022,male,other_citizen,9
Terengganu,01/01/2023,female,other_citizen,
Terengganu,01/01/2023,male,other_citizen,
Kuala Lumpur,01/01/2000,female,other_citizen,33
Kuala Lumpur,01/01/2000,male,other_citizen,24
Kuala Lumpur,01/01/2001,female,other_citizen,16
Kuala Lumpur,01/01/2001,male,other_citizen,21
Kuala Lumpur,01/01/2002,female,other_citizen,34
Kuala Lumpur,01/01/2002,male,other_citizen,47
Kuala Lumpur,01/01/2003,female,other_citizen,27
Kuala Lumpur,01/01/2003,male,other_citizen,28
Kuala Lumpur,01/01/2004,female,other_citizen,26
Kuala Lumpur,01/01/2004,male,other_citizen,37
Kuala Lumpur,01/01/2005,female,other_citizen,14
Kuala Lumpur,01/01/2005,male,other_citizen,25
Kuala Lumpur,01/01/2006,female,other_citizen,20
Kuala Lumpur,01/01/2006,male,other_citizen,36
Kuala Lumpur,01/01/2007,female,other_citizen,18
Kuala Lumpur,01/01/2007,male,other_citizen,28
Kuala Lumpur,01/01/2008,female,other_citizen,32
Kuala Lumpur,01/01/2008,male,other_citizen,42
Kuala Lumpur,01/01/2009,female,other_citizen,27
Kuala Lumpur,01/01/2009,male,other_citizen,43
Kuala Lumpur,01/01/2010,female,other_citizen,30
Kuala Lumpur,01/01/2010,male,other_citizen,32
Kuala Lumpur,01/01/2011,female,other_citizen,30
Kuala Lumpur,01/01/2011,male,other_citizen,37
Kuala Lumpur,01/01/2012,female,other_citizen,33
Kuala Lumpur,01/01/2012,male,other_citizen,46
Kuala Lumpur,01/01/2013,female,other_citizen,29
Kuala Lumpur,01/01/2013,male,other_citizen,53
Kuala Lumpur,01/01/2014,female,other_citizen,31
Kuala Lumpur,01/01/2014,male,other_citizen,51
Kuala Lumpur,01/01/2015,female,other_citizen,33
Kuala Lumpur,01/01/2015,male,other_citizen,49
Kuala Lumpur,01/01/2016,female,other_citizen,30
Kuala Lumpur,01/01/2016,male,other_citizen,62
Kuala Lumpur,01/01/2017,female,other_citizen,38
Kuala Lumpur,01/01/2017,male,other_citizen,57
Kuala Lumpur,01/01/2018,female,other_citizen,38
Kuala Lumpur,01/01/2018,male,other_citizen,60
Kuala Lumpur,01/01/2019,female,other_citizen,37
Kuala Lumpur,01/01/2019,male,other_citizen,45
Kuala Lumpur,01/01/2020,female,other_citizen,33
Kuala Lumpur,01/01/2020,male,other_citizen,61
Kuala Lumpur,01/01/2021,female,other_citizen,59
Kuala Lumpur,01/01/2021,male,other_citizen,129
Kuala Lumpur,01/01/2022,female,other_citizen,44
Kuala Lumpur,01/01/2022,male,other_citizen,65
Kuala Lumpur,01/01/2023,female,other_citizen,
Kuala Lumpur,01/01/2023,male,other_citizen,
Labuan,01/01/2000,female,other_citizen,3
Labuan,01/01/2000,male,other_citizen,2
Labuan,01/01/2001,female,other_citizen,1
Labuan,01/01/2001,male,other_citizen,3
Labuan,01/01/2002,female,other_citizen,1
Labuan,01/01/2002,male,other_citizen,1
Labuan,01/01/2003,female,other_citizen,1
Labuan,01/01/2003,male,other_citizen,2
Labuan,01/01/2004,female,other_citizen,0
Labuan,01/01/2004,male,other_citizen,7
Labuan,01/01/2005,female,other_citizen,2
Labuan,01/01/2005,male,other_citizen,6
Labuan,01/01/2006,female,other_citizen,2
Labuan,01/01/2006,male,other_citizen,5
Labuan,01/01/2007,female,other_citizen,1
Labuan,01/01/2007,male,other_citizen,3
Labuan,01/01/2008,female,other_citizen,1
Labuan,01/01/2008,male,other_citizen,4
Labuan,01/01/2009,female,other_citizen,3
Labuan,01/01/2009,male,other_citizen,6
Labuan,01/01/2010,female,other_citizen,5
Labuan,01/01/2010,male,other_citizen,5
Labuan,01/01/2011,female,other_citizen,4
Labuan,01/01/2011,male,other_citizen,5
Labuan,01/01/2012,female,other_citizen,1
Labuan,01/01/2012,male,other_citizen,7
Labuan,01/01/2013,female,other_citizen,4
Labuan,01/01/2013,male,other_citizen,3
Labuan,01/01/2014,female,other_citizen,3
Labuan,01/01/2014,male,other_citizen,5
Labuan,01/01/2015,female,other_citizen,2
Labuan,01/01/2015,male,other_citizen,8
Labuan,01/01/2016,female,other_citizen,2
Labuan,01/01/2016,male,other_citizen,2
Labuan,01/01/2017,female,other_citizen,4
Labuan,01/01/2017,male,other_citizen,6
Labuan,01/01/2018,female,other_citizen,2
Labuan,01/01/2018,male,other_citizen,6
Labuan,01/01/2019,female,other_citizen,7
Labuan,01/01/2019,male,other_citizen,6
Labuan,01/01/2020,female,other_citizen,1
Labuan,01/01/2020,male,other_citizen,10
Labuan,01/01/2021,female,other_citizen,7
Labuan,01/01/2021,male,other_citizen,10
Labuan,01/01/2022,female,other_citizen,2
Labuan,01/01/2022,male,other_citizen,8
Labuan,01/01/2023,female,other_citizen,
Labuan,01/01/2023,male,other_citizen,
Putrajaya,01/01/2010,female,other_citizen,0
Putrajaya,01/01/2010,male,other_citizen,1
Putrajaya,01/01/2011,female,other_citizen,0
Putrajaya,01/01/2011,male,other_citizen,0
Putrajaya,01/01/2012,female,other_citizen,0
Putrajaya,01/01/2012,male,other_citizen,0
Putrajaya,01/01/2013,female,other_citizen,1
Putrajaya,01/01/2013,male,other_citizen,0
Putrajaya,01/01/2014,female,other_citizen,0
Putrajaya,01/01/2014,male,other_citizen,0
Putrajaya,01/01/2015,female,other_citizen,0
Putrajaya,01/01/2015,male,other_citizen,2
Putrajaya,01/01/2016,female,other_citizen,0
Putrajaya,01/01/2016,male,other_citizen,1
Putrajaya,01/01/2017,female,other_citizen,1
Putrajaya,01/01/2017,male,other_citizen,2
Putrajaya,01/01/2018,female,other_citizen,0
Putrajaya,01/01/2018,male,other_citizen,2
Putrajaya,01/01/2019,female,other_citizen,0
Putrajaya,01/01/2019,male,other_citizen,0
Putrajaya,01/01/2020,female,other_citizen,0
Putrajaya,01/01/2020,male,other_citizen,0
Putrajaya,01/01/2021,female,other_citizen,1
Putrajaya,01/01/2021,male,other_citizen,0
Putrajaya,01/01/2022,female,other_citizen,1
Putrajaya,01/01/2022,male,other_citizen,1
Putrajaya,01/01/2023,female,other_citizen,
Putrajaya,01/01/2023,male,other_citizen,
Johor,01/01/2000,both,other_noncitizen,379
Johor,01/01/2001,both,other_noncitizen,352
Johor,01/01/2002,both,other_noncitizen,377
Johor,01/01/2003,both,other_noncitizen,402
Johor,01/01/2004,both,other_noncitizen,397
Johor,01/01/2005,both,other_noncitizen,375
Johor,01/01/2006,both,other_noncitizen,408
Johor,01/01/2007,both,other_noncitizen,414
Johor,01/01/2008,both,other_noncitizen,389
Johor,01/01/2009,both,other_noncitizen,438
Johor,01/01/2010,both,other_noncitizen,456
Johor,01/01/2011,both,other_noncitizen,434
Johor,01/01/2012,both,other_noncitizen,450
Johor,01/01/2013,both,other_noncitizen,418
Johor,01/01/2014,both,other_noncitizen,427
Johor,01/01/2015,both,other_noncitizen,433
Johor,01/01/2016,both,other_noncitizen,487
Johor,01/01/2017,both,other_noncitizen,480
Johor,01/01/2018,both,other_noncitizen,498
Johor,01/01/2019,both,other_noncitizen,487
Johor,01/01/2020,both,other_noncitizen,418
Johor,01/01/2021,both,other_noncitizen,965
Johor,01/01/2022,both,other_noncitizen,544
Johor,01/01/2023,both,other_noncitizen,0
Kedah,01/01/2000,both,other_noncitizen,126
Kedah,01/01/2001,both,other_noncitizen,116
Kedah,01/01/2002,both,other_noncitizen,127
Kedah,01/01/2003,both,other_noncitizen,134
Kedah,01/01/2004,both,other_noncitizen,123
Kedah,01/01/2005,both,other_noncitizen,138
Kedah,01/01/2006,both,other_noncitizen,132
Kedah,01/01/2007,both,other_noncitizen,129
Kedah,01/01/2008,both,other_noncitizen,156
Kedah,01/01/2009,both,other_noncitizen,148
Kedah,01/01/2010,both,other_noncitizen,128
Kedah,01/01/2011,both,other_noncitizen,127
Kedah,01/01/2012,both,other_noncitizen,129
Kedah,01/01/2013,both,other_noncitizen,134
Kedah,01/01/2014,both,other_noncitizen,119
Kedah,01/01/2015,both,other_noncitizen,108
Kedah,01/01/2016,both,other_noncitizen,111
Kedah,01/01/2017,both,other_noncitizen,127
Kedah,01/01/2018,both,other_noncitizen,115
Kedah,01/01/2019,both,other_noncitizen,115
Kedah,01/01/2020,both,other_noncitizen,102
Kedah,01/01/2021,both,other_noncitizen,167
Kedah,01/01/2022,both,other_noncitizen,117
Kedah,01/01/2023,both,other_noncitizen,0
Kelantan,01/01/2000,both,other_noncitizen,41
Kelantan,01/01/2001,both,other_noncitizen,37
Kelantan,01/01/2002,both,other_noncitizen,37
Kelantan,01/01/2003,both,other_noncitizen,54
Kelantan,01/01/2004,both,other_noncitizen,37
Kelantan,01/01/2005,both,other_noncitizen,56
Kelantan,01/01/2006,both,other_noncitizen,51
Kelantan,01/01/2007,both,other_noncitizen,48
Kelantan,01/01/2008,both,other_noncitizen,59
Kelantan,01/01/2009,both,other_noncitizen,61
Kelantan,01/01/2010,both,other_noncitizen,50
Kelantan,01/01/2011,both,other_noncitizen,54
Kelantan,01/01/2012,both,other_noncitizen,63
Kelantan,01/01/2013,both,other_noncitizen,63
Kelantan,01/01/2014,both,other_noncitizen,51
Kelantan,01/01/2015,both,other_noncitizen,40
Kelantan,01/01/2016,both,other_noncitizen,51
Kelantan,01/01/2017,both,other_noncitizen,62
Kelantan,01/01/2018,both,other_noncitizen,63
Kelantan,01/01/2019,both,other_noncitizen,60
Kelantan,01/01/2020,both,other_noncitizen,49
Kelantan,01/01/2021,both,other_noncitizen,105
Kelantan,01/01/2022,both,other_noncitizen,80
Kelantan,01/01/2023,both,other_noncitizen,0
Melaka,01/01/2000,both,other_noncitizen,71
Melaka,01/01/2001,both,other_noncitizen,70
Melaka,01/01/2002,both,other_noncitizen,68
Melaka,01/01/2003,both,other_noncitizen,56
Melaka,01/01/2004,both,other_noncitizen,72
Melaka,01/01/2005,both,other_noncitizen,68
Melaka,01/01/2006,both,other_noncitizen,83
Melaka,01/01/2007,both,other_noncitizen,61
Melaka,01/01/2008,both,other_noncitizen,73
Melaka,01/01/2009,both,other_noncitizen,79
Melaka,01/01/2010,both,other_noncitizen,85
Melaka,01/01/2011,both,other_noncitizen,65
Melaka,01/01/2012,both,other_noncitizen,83
Melaka,01/01/2013,both,other_noncitizen,78
Melaka,01/01/2014,both,other_noncitizen,72
Melaka,01/01/2015,both,other_noncitizen,72
Melaka,01/01/2016,both,other_noncitizen,84
Melaka,01/01/2017,both,other_noncitizen,92
Melaka,01/01/2018,both,other_noncitizen,77
Melaka,01/01/2019,both,other_noncitizen,72
Melaka,01/01/2020,both,other_noncitizen,63
Melaka,01/01/2021,both,other_noncitizen,133
Melaka,01/01/2022,both,other_noncitizen,67
Melaka,01/01/2023,both,other_noncitizen,0
Negeri Sembilan,01/01/2000,both,other_noncitizen,95
Negeri Sembilan,01/01/2001,both,other_noncitizen,113
Negeri Sembilan,01/01/2002,both,other_noncitizen,110
Negeri Sembilan,01/01/2003,both,other_noncitizen,138
Negeri Sembilan,01/01/2004,both,other_noncitizen,119
Negeri Sembilan,01/01/2005,both,other_noncitizen,115
Negeri Sembilan,01/01/2006,both,other_noncitizen,119
Negeri Sembilan,01/01/2007,both,other_noncitizen,106
Negeri Sembilan,01/01/2008,both,other_noncitizen,116
Negeri Sembilan,01/01/2009,both,other_noncitizen,117
Negeri Sembilan,01/01/2010,both,other_noncitizen,107
Negeri Sembilan,01/01/2011,both,other_noncitizen,119
Negeri Sembilan,01/01/2012,both,other_noncitizen,112
Negeri Sembilan,01/01/2013,both,other_noncitizen,110
Negeri Sembilan,01/01/2014,both,other_noncitizen,116
Negeri Sembilan,01/01/2015,both,other_noncitizen,117
Negeri Sembilan,01/01/2016,both,other_noncitizen,107
Negeri Sembilan,01/01/2017,both,other_noncitizen,124
Negeri Sembilan,01/01/2018,both,other_noncitizen,113
Negeri Sembilan,01/01/2019,both,other_noncitizen,92
Negeri Sembilan,01/01/2020,both,other_noncitizen,91
Negeri Sembilan,01/01/2021,both,other_noncitizen,182
Negeri Sembilan,01/01/2022,both,other_noncitizen,117
Negeri Sembilan,01/01/2023,both,other_noncitizen,0
Pahang,01/01/2000,both,other_noncitizen,118
Pahang,01/01/2001,both,other_noncitizen,135
Pahang,01/01/2002,both,other_noncitizen,122
Pahang,01/01/2003,both,other_noncitizen,116
Pahang,01/01/2004,both,other_noncitizen,124
Pahang,01/01/2005,both,other_noncitizen,116
Pahang,01/01/2006,both,other_noncitizen,129
Pahang,01/01/2007,both,other_noncitizen,136
Pahang,01/01/2008,both,other_noncitizen,136
Pahang,01/01/2009,both,other_noncitizen,138
Pahang,01/01/2010,both,other_noncitizen,159
Pahang,01/01/2011,both,other_noncitizen,141
Pahang,01/01/2012,both,other_noncitizen,147
Pahang,01/01/2013,both,other_noncitizen,142
Pahang,01/01/2014,both,other_noncitizen,123
Pahang,01/01/2015,both,other_noncitizen,141
Pahang,01/01/2016,both,other_noncitizen,133
Pahang,01/01/2017,both,other_noncitizen,132
Pahang,01/01/2018,both,other_noncitizen,155
Pahang,01/01/2019,both,other_noncitizen,153
Pahang,01/01/2020,both,other_noncitizen,144
Pahang,01/01/2021,both,other_noncitizen,180
Pahang,01/01/2022,both,other_noncitizen,160
Pahang,01/01/2023,both,other_noncitizen,0
Perak,01/01/2000,both,other_noncitizen,300
Perak,01/01/2001,both,other_noncitizen,323
Perak,01/01/2002,both,other_noncitizen,280
Perak,01/01/2003,both,other_noncitizen,293
Perak,01/01/2004,both,other_noncitizen,292
Perak,01/01/2005,both,other_noncitizen,281
Perak,01/01/2006,both,other_noncitizen,280
Perak,01/01/2007,both,other_noncitizen,293
Perak,01/01/2008,both,other_noncitizen,296
Perak,01/01/2009,both,other_noncitizen,290
Perak,01/01/2010,both,other_noncitizen,284
Perak,01/01/2011,both,other_noncitizen,293
Perak,01/01/2012,both,other_noncitizen,304
Perak,01/01/2013,both,other_noncitizen,267
Perak,01/01/2014,both,other_noncitizen,277
Perak,01/01/2015,both,other_noncitizen,277
Perak,01/01/2016,both,other_noncitizen,280
Perak,01/01/2017,both,other_noncitizen,252
Perak,01/01/2018,both,other_noncitizen,220
Perak,01/01/2019,both,other_noncitizen,262
Perak,01/01/2020,both,other_noncitizen,239
Perak,01/01/2021,both,other_noncitizen,281
Perak,01/01/2022,both,other_noncitizen,237
Perak,01/01/2023,both,other_noncitizen,0
Perlis,01/01/2000,both,other_noncitizen,14
Perlis,01/01/2001,both,other_noncitizen,14
Perlis,01/01/2002,both,other_noncitizen,19
Perlis,01/01/2003,both,other_noncitizen,10
Perlis,01/01/2004,both,other_noncitizen,17
Perlis,01/01/2005,both,other_noncitizen,20
Perlis,01/01/2006,both,other_noncitizen,15
Perlis,01/01/2007,both,other_noncitizen,13
Perlis,01/01/2008,both,other_noncitizen,13
Perlis,01/01/2009,both,other_noncitizen,23
Perlis,01/01/2010,both,other_noncitizen,19
Perlis,01/01/2011,both,other_noncitizen,23
Perlis,01/01/2012,both,other_noncitizen,18
Perlis,01/01/2013,both,other_noncitizen,19
Perlis,01/01/2014,both,other_noncitizen,15
Perlis,01/01/2015,both,other_noncitizen,18
Perlis,01/01/2016,both,other_noncitizen,20
Perlis,01/01/2017,both,other_noncitizen,23
Perlis,01/01/2018,both,other_noncitizen,16
Perlis,01/01/2019,both,other_noncitizen,18
Perlis,01/01/2020,both,other_noncitizen,15
Perlis,01/01/2021,both,other_noncitizen,17
Perlis,01/01/2022,both,other_noncitizen,15
Perlis,01/01/2023,both,other_noncitizen,0
Penang,01/01/2000,both,other_noncitizen,134
Penang,01/01/2001,both,other_noncitizen,161
Penang,01/01/2002,both,other_noncitizen,140
Penang,01/01/2003,both,other_noncitizen,144
Penang,01/01/2004,both,other_noncitizen,169
Penang,01/01/2005,both,other_noncitizen,162
Penang,01/01/2006,both,other_noncitizen,149
Penang,01/01/2007,both,other_noncitizen,157
Penang,01/01/2008,both,other_noncitizen,152
Penang,01/01/2009,both,other_noncitizen,165
Penang,01/01/2010,both,other_noncitizen,159
Penang,01/01/2011,both,other_noncitizen,167
Penang,01/01/2012,both,other_noncitizen,147
Penang,01/01/2013,both,other_noncitizen,152
Penang,01/01/2014,both,other_noncitizen,125
Penang,01/01/2015,both,other_noncitizen,155
Penang,01/01/2016,both,other_noncitizen,174
Penang,01/01/2017,both,other_noncitizen,131
Penang,01/01/2018,both,other_noncitizen,145
Penang,01/01/2019,both,other_noncitizen,130
Penang,01/01/2020,both,other_noncitizen,126
Penang,01/01/2021,both,other_noncitizen,334
Penang,01/01/2022,both,other_noncitizen,145
Penang,01/01/2023,both,other_noncitizen,0
Sabah,01/01/2000,both,other_noncitizen,174
Sabah,01/01/2001,both,other_noncitizen,185
Sabah,01/01/2002,both,other_noncitizen,218
Sabah,01/01/2003,both,other_noncitizen,227
Sabah,01/01/2004,both,other_noncitizen,247
Sabah,01/01/2005,both,other_noncitizen,258
Sabah,01/01/2006,both,other_noncitizen,286
Sabah,01/01/2007,both,other_noncitizen,310
Sabah,01/01/2008,both,other_noncitizen,339
Sabah,01/01/2009,both,other_noncitizen,334
Sabah,01/01/2010,both,other_noncitizen,277
Sabah,01/01/2011,both,other_noncitizen,352
Sabah,01/01/2012,both,other_noncitizen,360
Sabah,01/01/2013,both,other_noncitizen,356
Sabah,01/01/2014,both,other_noncitizen,1686
Sabah,01/01/2015,both,other_noncitizen,1782
Sabah,01/01/2016,both,other_noncitizen,636
Sabah,01/01/2017,both,other_noncitizen,856
Sabah,01/01/2018,both,other_noncitizen,634
Sabah,01/01/2019,both,other_noncitizen,541
Sabah,01/01/2020,both,other_noncitizen,571
Sabah,01/01/2021,both,other_noncitizen,1218
Sabah,01/01/2022,both,other_noncitizen,709
Sabah,01/01/2023,both,other_noncitizen,0
Sarawak,01/01/2000,both,other_noncitizen,54
Sarawak,01/01/2001,both,other_noncitizen,46
Sarawak,01/01/2002,both,other_noncitizen,51
Sarawak,01/01/2003,both,other_noncitizen,63
Sarawak,01/01/2004,both,other_noncitizen,70
Sarawak,01/01/2005,both,other_noncitizen,62
Sarawak,01/01/2006,both,other_noncitizen,73
Sarawak,01/01/2007,both,other_noncitizen,77
Sarawak,01/01/2008,both,other_noncitizen,73
Sarawak,01/01/2009,both,other_noncitizen,83
Sarawak,01/01/2010,both,other_noncitizen,49
Sarawak,01/01/2011,both,other_noncitizen,63
Sarawak,01/01/2012,both,other_noncitizen,71
Sarawak,01/01/2013,both,other_noncitizen,70
Sarawak,01/01/2014,both,other_noncitizen,47
Sarawak,01/01/2015,both,other_noncitizen,60
Sarawak,01/01/2016,both,other_noncitizen,62
Sarawak,01/01/2017,both,other_noncitizen,68
Sarawak,01/01/2018,both,other_noncitizen,62
Sarawak,01/01/2019,both,other_noncitizen,61
Sarawak,01/01/2020,both,other_noncitizen,58
Sarawak,01/01/2021,both,other_noncitizen,85
Sarawak,01/01/2022,both,other_noncitizen,89
Sarawak,01/01/2023,both,other_noncitizen,0
Selangor,01/01/2000,both,other_noncitizen,648
Selangor,01/01/2001,both,other_noncitizen,700
Selangor,01/01/2002,both,other_noncitizen,690
Selangor,01/01/2003,both,other_noncitizen,685
Selangor,01/01/2004,both,other_noncitizen,651
Selangor,01/01/2005,both,other_noncitizen,704
Selangor,01/01/2006,both,other_noncitizen,726
Selangor,01/01/2007,both,other_noncitizen,710
Selangor,01/01/2008,both,other_noncitizen,806
Selangor,01/01/2009,both,other_noncitizen,833
Selangor,01/01/2010,both,other_noncitizen,791
Selangor,01/01/2011,both,other_noncitizen,836
Selangor,01/01/2012,both,other_noncitizen,865
Selangor,01/01/2013,both,other_noncitizen,855
Selangor,01/01/2014,both,other_noncitizen,782
Selangor,01/01/2015,both,other_noncitizen,826
Selangor,01/01/2016,both,other_noncitizen,936
Selangor,01/01/2017,both,other_noncitizen,924
Selangor,01/01/2018,both,other_noncitizen,858
Selangor,01/01/2019,both,other_noncitizen,922
Selangor,01/01/2020,both,other_noncitizen,753
Selangor,01/01/2021,both,other_noncitizen,3055
Selangor,01/01/2022,both,other_noncitizen,960
Selangor,01/01/2023,both,other_noncitizen,0
Terengganu,01/01/2000,both,other_noncitizen,19
Terengganu,01/01/2001,both,other_noncitizen,19
Terengganu,01/01/2002,both,other_noncitizen,27
Terengganu,01/01/2003,both,other_noncitizen,20
Terengganu,01/01/2004,both,other_noncitizen,26
Terengganu,01/01/2005,both,other_noncitizen,24
Terengganu,01/01/2006,both,other_noncitizen,32
Terengganu,01/01/2007,both,other_noncitizen,33
Terengganu,01/01/2008,both,other_noncitizen,26
Terengganu,01/01/2009,both,other_noncitizen,30
Terengganu,01/01/2010,both,other_noncitizen,30
Terengganu,01/01/2011,both,other_noncitizen,32
Terengganu,01/01/2012,both,other_noncitizen,36
Terengganu,01/01/2013,both,other_noncitizen,37
Terengganu,01/01/2014,both,other_noncitizen,23
Terengganu,01/01/2015,both,other_noncitizen,29
Terengganu,01/01/2016,both,other_noncitizen,41
Terengganu,01/01/2017,both,other_noncitizen,34
Terengganu,01/01/2018,both,other_noncitizen,43
Terengganu,01/01/2019,both,other_noncitizen,26
Terengganu,01/01/2020,both,other_noncitizen,31
Terengganu,01/01/2021,both,other_noncitizen,51
Terengganu,01/01/2022,both,other_noncitizen,50
Terengganu,01/01/2023,both,other_noncitizen,0
Kuala Lumpur,01/01/2000,both,other_noncitizen,349
Kuala Lumpur,01/01/2001,both,other_noncitizen,353
Kuala Lumpur,01/01/2002,both,other_noncitizen,343
Kuala Lumpur,01/01/2003,both,other_noncitizen,355
Kuala Lumpur,01/01/2004,both,other_noncitizen,323
Kuala Lumpur,01/01/2005,both,other_noncitizen,356
Kuala Lumpur,01/01/2006,both,other_noncitizen,333
Kuala Lumpur,01/01/2007,both,other_noncitizen,377
Kuala Lumpur,01/01/2008,both,other_noncitizen,331
Kuala Lumpur,01/01/2009,both,other_noncitizen,321
Kuala Lumpur,01/01/2010,both,other_noncitizen,359
Kuala Lumpur,01/01/2011,both,other_noncitizen,352
Kuala Lumpur,01/01/2012,both,other_noncitizen,378
Kuala Lumpur,01/01/2013,both,other_noncitizen,289
Kuala Lumpur,01/01/2014,both,other_noncitizen,325
Kuala Lumpur,01/01/2015,both,other_noncitizen,327
Kuala Lumpur,01/01/2016,both,other_noncitizen,312
Kuala Lumpur,01/01/2017,both,other_noncitizen,355
Kuala Lumpur,01/01/2018,both,other_noncitizen,354
Kuala Lumpur,01/01/2019,both,other_noncitizen,336
Kuala Lumpur,01/01/2020,both,other_noncitizen,261
Kuala Lumpur,01/01/2021,both,other_noncitizen,1084
Kuala Lumpur,01/01/2022,both,other_noncitizen,370
Kuala Lumpur,01/01/2023,both,other_noncitizen,0
Labuan,01/01/2000,both,other_noncitizen,7
Labuan,01/01/2001,both,other_noncitizen,3
Labuan,01/01/2002,both,other_noncitizen,9
Labuan,01/01/2003,both,other_noncitizen,7
Labuan,01/01/2004,both,other_noncitizen,2
Labuan,01/01/2005,both,other_noncitizen,5
Labuan,01/01/2006,both,other_noncitizen,5
Labuan,01/01/2007,both,other_noncitizen,8
Labuan,01/01/2008,both,other_noncitizen,5
Labuan,01/01/2009,both,other_noncitizen,11
Labuan,01/01/2010,both,other_noncitizen,12
Labuan,01/01/2011,both,other_noncitizen,12
Labuan,01/01/2012,both,other_noncitizen,17
Labuan,01/01/2013,both,other_noncitizen,10
Labuan,01/01/2014,both,other_noncitizen,17
Labuan,01/01/2015,both,other_noncitizen,7
Labuan,01/01/2016,both,other_noncitizen,26
Labuan,01/01/2017,both,other_noncitizen,10
Labuan,01/01/2018,both,other_noncitizen,15
Labuan,01/01/2019,both,other_noncitizen,27
Labuan,01/01/2020,both,other_noncitizen,30
Labuan,01/01/2021,both,other_noncitizen,59
Labuan,01/01/2022,both,other_noncitizen,27
Labuan,01/01/2023,both,other_noncitizen,0
Putrajaya,01/01/2010,both,other_noncitizen,0
Putrajaya,01/01/2011,both,other_noncitizen,0
Putrajaya,01/01/2012,both,other_noncitizen,1
Putrajaya,01/01/2013,both,other_noncitizen,0
Putrajaya,01/01/2014,both,other_noncitizen,0
Putrajaya,01/01/2015,both,other_noncitizen,1
Putrajaya,01/01/2016,both,other_noncitizen,1
Putrajaya,01/01/2017,both,other_noncitizen,1
Putrajaya,01/01/2018,both,other_noncitizen,0
Putrajaya,01/01/2019,both,other_noncitizen,2
Putrajaya,01/01/2020,both,other_noncitizen,1
Putrajaya,01/01/2021,both,other_noncitizen,1
Putrajaya,01/01/2022,both,other_noncitizen,5
Putrajaya,01/01/2023,both,other_noncitizen,0
